id,created_at,client_id,channel,topic,priority,agent_id,first_reply_at,resolved_at,status,reopened,csat
t001781,08.02.2025 08:52,u02504,почта,доступ и пароли,1,a10,2025-02-08 09:20:51,2025-02-08 11:00:07,решено,0,2
t004132,06.04.2025 03:58,u05397,телефон,оплата и документы,2,a11,2025-04-06 04:22:31,2025-04-06 12:42:44,решено,0,
t003163,2025-01-26 01:38:00,u08213,почта,доступ и пароли,1,a05,2025-01-26 01:44:39,2025-01-26 02:16:35,решено,0,
t005483,2025-05-12 13:14:00,u04156,чат,расписание и посещаемость,3,a01,2025-05-12 13:35:45,2025-05-12 20:24:15,решено,0,
t005919,2025-05-07 09:57:00,u08516,чат,доступ и пароли,3,a03,2025-05-07 10:04:13,2025-05-07 10:35:56,решено,0,
t003182,2025-02-01 02:56:00,u05068,почта,доступ и пароли,1,a05,2025-02-01 04:23:37,2025-02-01 05:14:20,решено,0,
t004218,2025-06-21 03:46:00,u00671,форма,оплата и документы,3,a03,2025-06-21 04:07:13,2025-06-21 06:22:01,решено,0,
t005984,06.06.2025 11:44,u03888,почта,оплата и документы,2,a08,2025-06-06 11:47:18,2025-06-06 19:38:25,решено,0,
t002258,2025-05-13 08:33:00,u05609,телефон,оплата и документы,2,a10,2025-05-13 09:08:02,2025-05-13 15:36:34,решено,0,
t000670,2025-02-02 06:31:00,u06661,телефон,расписание и посещаемость,2,a03,,,новое,0,
t004470,05.01.2025 12:56,u07700,чат,доступ и пароли,2,a11,2025-01-05 13:28:02,2025-01-05 14:35:37,решено,1,4
t001102,23.02.2025 12:33,u04164,почта,оплата и документы,3,a15,2025-02-23 12:54:23,2025-02-23 15:52:19,решено,0,5
t000255,2025-03-18 13:38:00,u04996,почта,доступ и пароли,2,a11,2025-03-18 14:16:28,2025-03-18 14:45:31,решено,0,3
t003791,2025-04-24 01:46:00,u06511,почта,техническая проблема,1,a09,2025-04-24 02:03:18,2025-04-24 13:43:45,решено,0,
t001379,03.03.2025 15:59,u06752,чат,доступ и пароли,2,a08,2025-03-03 17:23:06,2025-03-03 18:43:51,решено,0,
t003294,04.01.2025 04:05,u00888,чат,оплата и документы,2,a01,2025-01-04 04:16:43,2025-01-04 09:57:30,решено,0,
t005866,2025-04-25 07:34:00,u03467,чат,расписание и посещаемость,2,a05,2025-04-25 07:45:38,2025-04-25 09:43:53,решено,0,
t004133,2025-02-16 17:53:00,u03139,чат,доступ и пароли,2,a02,2025-02-16 19:21:03,2025-02-16 19:41:51,решено,1,5
t001466,2025-02-16 01:20:00,u01675,почта,прочее,2,a01,2025-02-16 02:37:36,2025-02-16 10:43:28,решено,0,4
t005846,2025-03-23 06:20:00,u07964,почта,доступ и пароли,3,a02,2025-03-23 06:39:32,2025-03-23 09:45:15,решено,0,
t004543,2025-03-14 12:33:00,u04507,чат,доступ и пароли,1,a12,2025-03-14 14:10:40,2025-03-14 14:38:06,решено,0,2
t000840,10.04.2025 02:52,u08703,почта,техническая проблема,1,a11,2025-04-10 03:16:15,,в работе,0,
t002816,2025-05-13 06:03:00,u00694,телефон,"",2,a09,2025-05-13 06:11:16,2025-05-13 18:57:10,решено,0,
t002748,2025-03-13 02:29:00,u07706,чат,оплата и документы,3,a12,2025-03-13 03:02:27,2025-03-13 03:31:39,решено,0,
t005276,18.05.2025 07:53,u08742,почта,техническая проблема,1,a15,2025-05-18 08:15:12,2025-05-19 02:59:12,решено,0,
t004456,2025-05-04 13:26:00,u01542,чат,расписание и посещаемость,2,a02,,,новое,0,
t005839,2025-01-15 07:48:00,u03253,чат,оплата и документы,2,a08,2025-01-15 07:58:00,2025-01-15 10:07:54,решено,1,
t004246,2025-04-12 10:08:00,u02388,чат,доступ и пароли,1,a09,2025-04-12 10:16:25,2025-04-12 11:13:35,решено,0,
t002759,2025-03-06 02:05:00,u03143,телефон,расписание и посещаемость,2,a18,2025-03-06 02:24:58,2025-03-06 03:52:59,решено,0,
t003704,2025-02-22 06:11:00,u05574,чат,доступ и пароли,2,a09,2025-02-22 07:07:38,2025-02-22 07:39:15,решено,0,
t005565,2025-05-13 12:25:00,u03261,чат,техническая проблема,1,a05,2025-05-13 12:44:50,2025-05-13 17:11:03,решено,0,
t004192,25.01.2025 12:03,u05559,чат,доступ и пароли,3,a10,2025-01-25 13:49:13,2025-01-25 14:01:34,решено,0,
t004625,2025-06-03 11:56:00,u01427,телефон,NULL,2,a04,2025-06-03 12:08:58,2025-06-03 14:59:15,решено,0,
t000889,2025-06-19 01:44:00,u02577,чат,оплата и документы,3,a04,2025-06-19 01:58:05,2025-06-19 03:32:09,решено,0,
t005361,2025-01-20 02:29:00,u03924,чат,доступ и пароли,1,a11,2025-01-20 02:32:57,2025-01-20 05:02:54,решено,0,
t001451,18.06.2025 02:04,u03936,телефон,техническая проблема,1,a12,2025-06-18 02:55:11,2025-06-18 04:42:42,закрыто без ответа,0,
t004789,15.01.2025 10:04,u08687,чат,техническая проблема,2,a01,2025-01-15 11:40:38,2025-01-15 14:22:33,закрыто без ответа,0,1
t005752,2025-03-21 04:40:00,u01376,чат,расписание и посещаемость,2,a18,2025-03-21 05:05:52,2025-03-21 09:04:26,решено,0,
t003967,2025-04-19 18:17:00,u08136,чат,техническая проблема,1,a03,2025-04-19 18:26:26,2025-04-20 06:27:41,решено,0,5
t001902,2025-05-20 08:04:00,u04019,Чат,доступ и пароли,1,a07,2025-05-20 08:21:49,2025-05-20 09:09:13,решено,0,
t005505,2025-04-23 07:05:00,u05901,чат,расписание и посещаемость,2,a01,2025-04-23 07:30:11,2025-04-23 09:49:33,решено,0,
t002641,2025-06-05 06:49:00,u04245,Чат,доступ и пароли,3,a07,2025-06-05 07:03:33,2025-06-05 07:38:27,решено,0,
t000711,2025-02-10 21:02:00,u02688,чат,доступ и пароли,3,a06,2025-02-10 21:29:42,2025-02-10 23:14:24,решено,0,2
t002795,2025-01-09 12:10:00,u03229,почта,доступ и пароли,1,a11,2025-01-09 12:15:22,2025-01-09 13:13:52,решено,0,2
t003553,19.01.2025 11:02,u00237,телефон,доступ и пароли,2,a06,2025-01-19 11:46:51,2025-01-19 13:04:47,решено,0,4
t003538,2025-02-15 13:37:00,u01738,чат,доступ и пароли,2,a15,2025-02-15 13:51:46,2025-02-14 12:55:36,решено,0,4
t000116,2025-01-10 11:27:00,u02049,чат,доступ и пароли,3,a03,2025-01-10 11:50:16,2025-01-10 12:45:57,решено,0,
t005427,22.04.2025 08:15,u05081,телефон,оплата и документы,2,a16,2025-04-22 08:31:46,2025-04-22 11:44:27,решено,0,
t002565,21.04.2025 10:29,u07931,чат,оплата и документы,1,a05,2025-04-21 10:37:07,2025-04-21 15:45:05,решено,0,
t004537,2025-04-24 13:50:00,u00661,почта,расписание и посещаемость,2,a04,2025-04-24 14:20:45,2025-04-24 16:17:06,решено,1,
t004477,2025-06-27 12:56:00,u03583,чат,"",1,a15,,,новое,0,
t000215,01.01.2025 09:53,u08610,форма,техническая проблема,3,a01,2025-01-01 11:32:37,2025-01-01 17:54:33,закрыто без ответа,0,
t002401,2025-03-24 08:13:00,u05815,телефон,доступ и пароли,2,a01,2025-03-24 09:23:57,2025-03-24 09:41:34,решено,0,
t003418,2025-06-08 05:53:00,u03746,почта,оплата и документы,2,a09,2025-06-08 06:07:43,2025-06-08 08:25:25,решено,1,
t000078,2025-02-01 05:04:00,u00987,чат,доступ и пароли,3,a05,2025-02-01 05:59:46,2025-02-01 06:44:34,решено,0,3
t002091,2025-02-21 10:57:00,u04890,чат,оплата и документы,2,a06,2025-02-21 12:45:29,2025-02-21 16:32:43,решено,0,2
t000895,2025-05-07 07:12:00,u04254,чат,оплата и документы,2,a01,2025-05-07 07:52:53,2025-05-07 11:55:43,решено,0,
t005917,2025-04-18 09:41:00,u02944,чат,NULL,2,a10,2025-04-18 10:08:20,2025-04-18 18:22:05,решено,0,
t002069,2025-03-10 19:14:00,u06941,чат,расписание и посещаемость,1,a02,2025-03-10 19:43:37,2025-03-10 20:19:10,решено,0,
t003607,02.05.2025 01:57,u02891,почта,оплата и документы,2,a17,2025-05-02 02:08:26,2025-05-02 04:25:36,решено,0,
t003754,2025-02-10 19:15:00,u08015,чат,доступ и пароли,2,a12,2025-02-10 21:00:49,2025-02-10 22:26:10,решено,0,
t002575,06.03.2025 09:59,u04012,почта,доступ и пароли,2,a09,2025-03-06 10:19:35,2025-03-06 11:52:36,решено,0,5
t002403,2025-02-04 13:40:00,u04578,форма,доступ и пароли,2,a17,2025-02-04 13:45:12,2025-02-04 14:13:53,закрыто без ответа,0,
t005674,2025-03-24 12:17:00,u08822,почта,оплата и документы,1,a03,2025-03-24 13:49:28,2025-03-24 15:32:09,решено,0,3
t004467,02.05.2025 11:59,u01093,почта,расписание и посещаемость,3,a01,2025-05-02 12:09:05,2025-05-02 16:04:01,решено,0,
t004572,2025-05-05 07:45:00,u00702,почта,расписание и посещаемость,3,a01,2025-05-05 08:29:34,2025-05-05 11:18:10,решено,0,
t001030,2025-05-08 13:17:00,u03370,чат,техническая проблема,1,a03,2025-05-08 13:32:06,2025-05-09 05:43:17,решено,0,
t003672,20.04.2025 09:24,u02616,чат,расписание и посещаемость,2,a05,2025-04-20 09:34:58,2025-04-20 12:57:51,решено,1,
t003908,2025-05-02 06:30:00,u01960,чат,техническая проблема,1,a02,2025-05-02 06:43:27,2025-05-02 17:00:32,решено,0,
t001844,2025-06-06 18:01:00,u01646,почта,доступ и пароли,2,a17,2025-06-06 18:21:03,2025-06-06 18:54:06,решено,0,
t001935,2025-04-02 13:30:00,u04168,чат,прочее,3,a04,2025-04-02 14:23:34,2025-04-02 18:49:20,решено,0,
t004571,2025-04-21 04:25:00,u06060,чат,расписание и посещаемость,2,a16,2025-04-21 05:04:05,2025-04-21 07:07:29,решено,0,
t002107,2025-04-05 12:35:00,u04608,чат,расписание и посещаемость,1,a17,2025-04-05 13:17:55,2025-04-05 14:22:05,решено,0,
t003484,2025-04-23 05:59:00,u01602,чат,расписание и посещаемость,3,a10,2025-04-23 06:10:08,2025-04-23 09:56:38,решено,0,3
t002319,07.03.2025 08:46,u02042,чат,NULL,2,a05,2025-03-07 10:29:03,2025-03-07 12:29:50,решено,0,
t005845,2025-05-01 06:34:00,u02370,телефон,,2,a10,2025-05-01 06:48:39,2025-05-01 09:28:30,решено,0,
t001001,2025-02-23 08:26:00,u03728,почта,расписание и посещаемость,2,a18,2025-02-23 08:50:16,2025-02-23 10:39:32,решено,0,
t002048,2025-01-04 05:52:00,u08092,чат,расписание и посещаемость,1,a14,2025-01-04 07:05:30,2025-01-04 07:51:52,решено,0,
t005202,15.05.2025 09:26,u05543,чат,расписание и посещаемость,3,a17,2025-05-15 09:29:15,2025-05-15 12:09:42,решено,0,
t004828,2025-01-17 08:41:00,u01439,Чат,доступ и пароли,1,a05,2025-01-17 09:57:04,2025-01-17 11:08:13,закрыто без ответа,0,
t004260,2025-05-01 02:43:00,u03064,чат,оплата и документы,2,a10,2025-05-01 02:49:34,2025-05-01 04:50:14,решено,0,
t003846,2025-01-04 02:28:00,u00377,чат,доступ и пароли,2,a08,,,новое,0,
t003641,26.04.2025 13:26,u05811,почта,техническая проблема,1,a12,2025-04-26 13:29:06,2025-04-27 00:16:53,решено,0,
t004855,06.04.2025 02:28,u01811,чат,доступ и пароли,2,a07,2025-04-06 02:55:40,2025-04-06 02:59:10,решено,0,
t001238,21.02.2025 14:15,u04916,чат,техническая проблема,2,a15,2025-02-21 15:39:44,2025-02-22 00:03:13,решено,0,
t003178,2025-04-02 03:00:00,u02045,чат,расписание и посещаемость,1,a10,2025-04-02 03:18:15,2025-04-02 10:35:33,решено,0,
t005643,2025-04-24 03:04:00,u05256,чат,доступ и пароли,1,a09,2025-04-24 03:40:23,2025-04-24 05:10:48,решено,0,
t005492,04.05.2025 04:49,u01309,чат,доступ и пароли,1,a09,2025-05-04 04:53:26,2025-05-04 05:39:41,решено,0,
t002135,2025-01-03 05:06:00,u06677,чат,доступ и пароли,3,a01,2025-01-03 05:30:20,2025-01-03 05:42:55,решено,0,
t001730,01.01.2025 04:39,u06573,чат,расписание и посещаемость,2,a09,2025-01-01 05:43:30,2025-01-01 06:39:11,решено,0,
t005871,2025-04-04 20:31:00,u02407,почта,техническая проблема,2,a02,2025-04-04 21:31:06,2025-04-03 20:48:25,решено,0,
t001438,23.06.2025 06:50,u07737,чат,доступ и пароли,1,a09,2025-06-23 06:54:44,2025-06-23 09:42:24,решено,0,
t005360,14.01.2025 06:45,u01114,телефон,техническая проблема,1,a03,2025-01-14 06:49:59,2025-01-14 21:52:49,закрыто без ответа,0,5
t002222,26.01.2025 07:02,u01163,почта,доступ и пароли,2,a12,2025-01-26 08:22:27,2025-01-26 08:31:23,решено,0,
t003077,2025-03-11 13:49:00,u01766,чат,доступ и пароли,2,a11,2025-03-11 15:31:50,2025-03-11 18:13:12,решено,0,
t001404,2025-03-23 07:21:00,u06228,чат,"",3,a01,2025-03-23 08:42:18,2025-03-23 09:25:53,решено,0,5
t005167,2025-01-03 08:34:00,u00154,телефон,расписание и посещаемость,1,a14,2025-01-03 09:52:30,2025-01-03 11:14:51,решено,0,
t003752,04.04.2025 12:54,u02407,телефон,NULL,2,a11,2025-04-04 13:33:51,2025-04-04 16:09:40,решено,0,4
t005022,2025-03-16 03:34:00,u01230,Чат,оплата и документы,2,a15,2025-03-16 03:40:28,2025-03-16 04:48:38,решено,0,
t002164,24.02.2025 11:14,u07570,чат,расписание и посещаемость,3,a10,2025-02-24 11:29:09,2025-02-24 12:59:48,решено,0,
t005491,2025-05-02 10:01:00,u08468,чат,расписание и посещаемость,2,a06,2025-05-02 10:17:25,2025-05-02 14:03:53,решено,0,
t005240,2025-02-19 13:40:00,u00274,форма,доступ и пароли,2,a10,2025-02-19 14:09:26,2025-02-19 16:42:17,решено,0,
t000430,2025-02-27 09:19:00,u00540,чат,доступ и пароли,1,a18,2025-02-27 09:44:57,2025-02-27 11:00:05,решено,0,2
t005154,2025-06-03 12:25:00,u08840,чат,доступ и пароли,1,a12,2025-06-03 12:39:55,2025-06-03 12:58:25,решено,0,
t003523,05.04.2025 10:32,u04540,чат,техническая проблема,1,a02,2025-04-05 10:56:37,2025-04-05 16:29:36,решено,0,3
t003732,2025-05-20 08:11:00,u04782,чат,оплата и документы,1,a12,2025-05-20 08:37:42,2025-05-20 09:42:18,закрыто без ответа,0,
t005647,2025-04-03 11:15:00,u00523,чат,доступ и пароли,1,a10,2025-04-03 11:22:51,2025-04-03 12:10:34,решено,0,
t000342,16.04.2025 08:26,u01132,телефон,техническая проблема,1,a10,2025-04-16 09:14:14,2025-04-16 16:45:11,решено,0,
t004039,24.06.2025 07:56,u06015,почта,оплата и документы,1,a07,2025-06-24 08:48:33,2025-06-24 15:16:09,решено,0,
t002448,2025-04-18 05:56:00,u02985,почта,техническая проблема,2,a01,2025-04-18 06:05:49,2025-04-18 14:52:57,решено,0,
t005346,2025-06-20 09:58:00,u07287,Чат,доступ и пароли,2,a04,2025-06-20 10:35:16,2025-06-20 12:51:26,решено,0,
t001756,2025-03-12 13:04:00,u03623,почта,расписание и посещаемость,2,a10,2025-03-12 14:36:50,2025-03-12 23:10:32,решено,0,
t005244,2025-03-07 08:08:00,u08487,телефон,расписание и посещаемость,2,a17,2025-03-07 08:14:34,2025-03-07 11:44:57,решено,0,
t001230,2025-02-03 09:09:00,u01890,почта,техническая проблема,2,a16,2025-02-03 09:59:17,,в работе,0,
t005676,2025-02-18 03:46:00,u02261,чат,техническая проблема,1,a04,2025-02-18 04:00:36,2025-02-18 16:41:49,решено,0,
t003794,2025-02-15 13:33:00,u02928,чат,техническая проблема,1,a10,2025-02-15 13:53:30,2025-02-16 05:08:19,решено,0,
t004449,2025-03-12 10:57:00,u04674,телефон,NULL,2,a11,2025-03-12 11:05:56,2025-03-12 12:02:26,решено,0,4
t003915,2025-02-01 13:10:00,u04205,телефон,расписание и посещаемость,3,a01,2025-02-01 13:37:29,2025-02-02 02:43:21,решено,0,2
t004803,2025-01-19 03:14:00,u07154,чат,доступ и пароли,2,a12,2025-01-19 04:36:24,2025-01-19 04:57:37,решено,0,
